Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01,72.680000,73.019997,71.800003,71.800003,65.320076,677605
2019-07-02,72.400002,72.459999,70.879997,71.160004,64.737839,747930
2019-07-03,71.160004,72.000000,71.059998,71.459999,65.010757,619515
2019-07-04,71.500000,71.860001,70.440002,70.540001,64.173790,561055
2019-07-05,70.440002,70.680000,68.800003,68.800003,62.590824,954432
2019-07-08,67.699997,68.800003,67.639999,68.320000,62.154140,869675
2019-07-09,66.500000,67.080002,65.260002,66.860001,60.825909,1220870
2019-07-10,67.160004,67.400002,66.519997,66.680000,60.662151,672938
2019-07-11,66.900002,67.059998,65.919998,66.160004,60.189083,755712
2019-07-12,66.260002,67.239998,66.180000,66.720001,60.698544,508900
2019-07-15,66.300003,67.519997,66.300003,67.300003,61.226196,573388
2019-07-16,67.360001,68.419998,67.199997,68.379997,62.208729,688404
2019-07-17,68.300003,69.180000,68.099998,68.279999,62.117752,593986
2019-07-18,68.059998,68.339996,67.580002,67.879997,61.753853,427156
2019-07-19,68.120003,68.379997,67.660004,68.059998,61.917606,467585
2019-07-22,67.839996,68.940002,67.760002,68.260002,62.099556,455060
2019-07-23,68.739998,69.480003,68.580002,69.180000,62.936527,555464
2019-07-24,69.379997,69.680000,68.980003,69.620003,63.336823,381813
2019-07-25,70.000000,70.379997,68.720001,69.400002,63.136673,706469
2019-07-26,69.199997,69.300003,68.639999,68.720001,62.518044,683523
2019-07-29,68.500000,69.160004,68.300003,68.800003,62.590824,717828
2019-07-30,68.900002,69.279999,65.620003,66.500000,60.498398,1272634
2019-07-31,66.519997,67.160004,65.559998,65.620003,59.697819,829476
2019-08-01,64.980003,65.040001,63.279999,63.860001,58.096657,1282246
2019-08-02,62.720001,62.720001,60.160000,61.500000,55.949646,1808398
2019-08-05,61.099998,61.099998,59.480000,59.880001,54.475849,1127878
2019-08-06,59.939999,60.599998,59.560001,59.680000,54.293900,788436
2019-08-07,60.020000,60.220001,58.700001,59.400002,54.039173,995230
2019-08-08,60.500000,60.959999,59.720001,60.900002,55.403797,1065372
2019-08-09,60.740002,60.880001,59.639999,60.480000,55.021698,826560
2019-08-12,60.759998,61.040001,59.720001,59.900002,54.494045,579971
2019-08-13,59.799999,61.200001,59.180000,60.520000,55.058090,702181
2019-08-14,60.380001,60.520000,58.939999,59.220001,53.875420,808154
2019-08-15,59.400002,59.820000,58.200001,59.160000,53.820827,800038
2019-08-16,59.099998,60.080002,59.000000,59.959999,54.548626,673576
2019-08-19,60.299999,61.459999,60.119999,61.139999,55.622131,955082
2019-08-20,61.000000,61.240002,59.980000,60.139999,54.712383,560974
2019-08-21,60.419998,61.160000,60.279999,60.799999,55.312817,435560
2019-08-22,61.119999,61.340000,60.320000,60.880001,55.385601,652486
2019-08-23,60.919998,61.720001,60.520000,60.599998,55.130867,710179
2019-08-26,60.279999,60.880001,60.119999,60.540001,55.076283,476181
2019-08-27,60.380001,61.240002,59.959999,60.799999,55.312817,587924
2019-08-28,60.880001,60.980000,60.139999,60.919998,55.421989,589095
2019-08-29,61.000000,62.279999,60.799999,62.080002,56.477303,748055
2019-08-30,62.320000,63.540001,62.320000,63.040001,57.350662,909876
2019-09-02,62.560001,63.060001,62.500000,62.700001,57.041344,339156
2019-09-03,62.700001,62.700001,61.540001,61.880001,56.295353,830702
2019-09-04,62.720001,63.040001,62.259998,62.799999,57.132320,651473
2019-09-05,64.239998,64.540001,63.540001,64.239998,58.442360,948567
2019-09-06,64.540001,64.680000,63.840000,64.459999,58.642509,583539
2019-09-09,64.980003,66.980003,64.480003,66.820000,60.789513,946283
2019-09-10,66.980003,68.080002,66.720001,67.839996,61.717461,1015853
2019-09-11,68.199997,68.919998,67.980003,68.239998,62.081360,777960
2019-09-12,68.760002,69.019997,66.980003,67.580002,61.480927,1110237
2019-09-13,67.760002,69.839996,67.760002,69.779999,63.482380,1189222
2019-09-16,68.599998,69.339996,67.879997,67.879997,61.753853,930726
2019-09-17,67.919998,67.919998,66.000000,66.220001,60.243671,1149902
2019-09-18,66.260002,67.019997,66.040001,66.279999,60.298252,598586
2019-09-19,66.160004,67.820000,65.959999,67.660004,61.553715,715671
2019-09-20,67.839996,67.879997,66.339996,66.580002,60.571178,1086132
2019-09-23,66.559998,66.680000,64.860001,65.900002,59.952549,710690
2019-09-24,66.199997,66.660004,65.139999,65.139999,59.261135,555711
2019-09-25,64.739998,65.099998,64.120003,64.879997,59.024601,681300
2019-09-26,65.000000,65.540001,64.720001,64.760002,58.915432,578044
